topic,text,RT,time,swear_words,hate
#ForaArthur,"meu deus do céu, quando vão aprender que UOL não decide NADA??? é #ForaArthur, já deu a hora já",1,2021-04-26 02:45:55,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"Hey guys, chegou o nosso dia! Camilla está no paredão. Para deixá-la na casa, votem para *ARTHUR* sair no site do GShow o máximo de vezes que puderem. Com união, a gente consegue! 💜🙏🏾 #BBB21 #ForaArthur https://t.co/iOS2Yf63B8",1,2021-04-26 02:45:55,0,0
#ForaArthur,"1° Parcial | 23:40|#BBB21 

🎮#ForaArthur     50.85%

🌟#ForaCamilla    06.48%

🍑#ForaPocah      42.67%

300 RT's nesse tweet para a próxima Parcial.",1,2021-04-26 02:45:55,0,0
#ForaArthur,"então vamos de fora arthur, mas vcs vão ter  que votar muito sem parar o tempo todo pelo amor de deus #FicaCamilla #ForaArthur",1,2021-04-26 02:45:55,0,0
#ForaArthur,"Aí #ForaArthur, só votar que vai!!!",1,2021-04-26 02:45:55,0,0
#ForaArthur,@drkluiz Sou #ForaArthur e pronto. 😎,0,2021-04-26 02:45:55,0,0
#ForaArthur,"As enquetes remete ao voto do público do sofá galera, se continuarem focados e votando no Arthur, pode rolar uma reviravolta SIM. Basta ter FOCO. #ForaArthur",1,2021-04-26 02:45:55,1,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"E vamos de robô, bora votar já tá na hora de sair. 
#ForaArthur #BBB21 https://t.co/yZAwXTSgVT",1,2021-04-26 02:45:55,0,0
#ForaArthur,"meu deus do céu, quando vão aprender que UOL não decide NADA??? é #ForaArthur, já deu a hora já",1,2021-04-26 02:45:55,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:55,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"@thainaraarantes @summerfeelinhs @AdivinhaBBB Perfeito! Então bora #ForaArthur 
Partiu GShow",0,2021-04-26 02:45:55,0,1
#ForaArthur,"então é isto, irei de #ForaArthur os bons me acompanhem",1,2021-04-26 02:45:55,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:55,0,1
#ForaArthur,"gente a pocah não prejudica a gente em nada, o arthur prejudica de várias formas, sejam inteligentes pelo amor de deus #ForaArthur",1,2021-04-26 02:45:55,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,eita tô levando unfs por ser #ForaArthur. É FORA ARTHUR SIM ESSE É O TWEET!,1,2021-04-26 02:45:55,0,0
#ForaArthur,"@HugoGloss Estão vendo como o Arthur é? Só finge está bem com as pessoas quando o dele não está na reta, por isso sou cacto de verdade, sou #ForaArthur",0,2021-04-26 02:45:55,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:55,0,1
#ForaArthur,"@SoutAmericMemes As Lumenas da internet esqueceram msm do bananão do Arthur né? Afff
#ForaArthur",0,2021-04-26 02:45:55,0,0
#ForaArthur,"Vô vota na Pocah e no Arthur kkkkk
#BBB21 #ForaPocah  #ForaArthur https://t.co/12C7ZkW0oU",0,2021-04-26 02:45:55,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:55,0,1
#ForaArthur,@Line15864803 Infelizmente não podemos tirar os dois em um combo só... Mas dividir os votos compromete a Camilla principal aliada da Ju agora 😓 #ForaArthur,0,2021-04-26 02:45:55,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:55,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:55,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"então é isto, irei de #ForaArthur os bons me acompanhem",1,2021-04-26 02:45:55,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:55,0,1
#ForaArthur,"Sou completamente #ForaArthur. Ele é uma ameaça direta a Juliette sem contar na força que ele ta ganhando esses dias. CACTOS, SEJAM ESPERTOS, VOTEM FORA ARTHUR!",1,2021-04-26 02:45:55,0,0
#ForaArthur,"⭐️💜 MUTIRÃO CRIA DE NOVA IGUAÇU INICIADO! ⭐️💜

⏰ Encerra às 00h. 
❌ O voto é para ELIMINAR, VOTEM NO ARTHUR.

📲 Link para votar: https://t.co/Nf02aip4Og

#FicaCamilla #ForaArthur https://t.co/VOA6wXxdbE",1,2021-04-26 02:45:55,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:55,1,1
#ForaArthur,"o cara mostrou o músculo quando foi chamado de fraco, só por isso já deveria ser eliminado #bbb21 #ForaArthur https://t.co/QgTQ97ljRL",1,2021-04-26 02:45:55,0,1
#ForaArthur,"""O Arthur depois a gente tira""
Pois bem o depois é agora...
Bora de #ForaArthur #ParedaoBBB #EliminacaoBBB #BBB2021 #arthurpicoli #votepraeliminar https://t.co/vzKWSkbMfs",0,2021-04-26 02:45:54,0,0
#ForaArthur,"Vocês eliminaram a Carla por gostar do Arthur, e agora viraram a Carla 🤡 #bbb211 #bbb21 #ForaArthur https://t.co/2PBdOasoD4",1,2021-04-26 02:45:54,0,1
#ForaArthur,@IngridGuimaraes @camilladelucas vamos de #ForaArthur ele tá fazendo hora extra lá já,0,2021-04-26 02:45:54,0,1
#ForaArthur,"Se vcs eliminaram a Carla Diaz por ser trouxa por causa do Arthur, pq vocês não eliminam ele que fez ela de TROUXA? PQ só a mulher tem que pagar o preço quando o ESCROTO foi ele? CHEGA. ACORDEM. HORA DE ELIMINAR O ARTHUR! #FORAARTHUR #bbb21 https://t.co/tmUoNjlKY3",1,2021-04-26 02:45:54,1,0
#ForaArthur,#ForaArthur pela amor de Deus https://t.co/EVwEq5Q3v6,1,2021-04-26 02:45:54,0,1
#ForaArthur,"então vamos de fora arthur, mas vcs vão ter  que votar muito sem parar o tempo todo pelo amor de deus #FicaCamilla #ForaArthur",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Agora Arthur e depois fiuk né gente?

#BBB21 #ForaPocah #ForaArthur prior Gil líder Ana clara karol agora o arthur https://t.co/MDk69KTOw6",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Indicação do líder ou qualquer outro tipo de votação é para QUEM VC QUER TIRAR DA CASA, que desculpinha mais esfarrapada do Gil... #ForaArthur #BBB #RedeBBB",0,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,ESQUEÇAM A PORRA DO UOL E FOQUEM NO GSHOW PELO AMOOOOR DE DEUUUS #ForaArthur,1,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,#ForaArthur né caralho parem de surto,0,2021-04-26 02:45:54,1,1
#ForaArthur,"1° Parcial | 23:40|#BBB21 

🎮#ForaArthur     50.85%

🌟#ForaCamilla    06.48%

🍑#ForaPocah      42.67%

300 RT's nesse tweet para a próxima Parcial.",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:54,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"PAREM DE ACREDITAR EM ENQUETES E VOTEM SEM PARAR NO ARTHUR, ELE PRECISA SAIR PRO BEM DA JULIETTE. SEJAM ESPERTOS, A PRÓPRIA POCAH PREFERIU IR NO FIUK INVÉS DA JULEITTE. #ForaArthur",1,2021-04-26 02:45:54,0,0
#ForaArthur,"meu deus do céu, quando vão aprender que UOL não decide NADA??? é #ForaArthur, já deu a hora já",1,2021-04-26 02:45:54,0,1
#ForaArthur,"Arthur já está revoltadinho com o Fiuk por ter votado nele, falando que não quer ficar no mesmo vip que ele. Ele não muda gente. Vai ser sempre o mesmo macho escroto bananão #ForaArthur #BBB21",0,2021-04-26 02:45:54,1,1
#ForaArthur,"ESQUEÇAM ENQUETE E TEXTÃO, NADA DISSO DECIDE PAREDÃO, VAMOS PARA O GSHOW VOTAR! #ForaArthur #FicaCamilla",1,2021-04-26 02:45:54,0,0
#ForaArthur,"pocah: da liderança pro paredão
gil: do paredão pra liderança

o mundo capota KKKK 

#BBB21 | #ForaArthur | #ForaPocah | camilla | tchau pocah | boa Gil | Ana Clara https://t.co/oOEavPAAbh",1,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,Equipe da Juliette declarou #ForaArthur,1,2021-04-26 02:45:54,0,1
#ForaArthur,Artur ficando eu tenho certeza que Gil ou ele colocam a ju no paredão e vcs ainda querem deixar essas duas bisca ruim no programa #ForaGil #ForaArthur #BBB21,0,2021-04-26 02:45:54,1,1
#ForaArthur,eita tô levando unfs por ser #ForaArthur. É FORA ARTHUR SIM ESSE É O TWEET!,1,2021-04-26 02:45:54,0,0
#ForaArthur,"Não creio que o povo quer tirar a pocah em vez de tirar o Arthur 
#ForaArthur",0,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:54,0,1
#ForaArthur,"AGORA, MAIS DO QUE NUNCA, chegou a hora do Arthur. 

A torcida da Camilla está votando #ForaArthur. Então VAMOS de foco e ELIMINAR quem tem que sair. #BBB21",1,2021-04-26 02:45:54,0,0
#ForaArthur,"então vamos de fora arthur, mas vcs vão ter  que votar muito sem parar o tempo todo pelo amor de deus #FicaCamilla #ForaArthur",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Hey guys, chegou o nosso dia! Camilla está no paredão. Para deixá-la na casa, votem para *ARTHUR* sair no site do GShow o máximo de vezes que puderem. Com união, a gente consegue! 💜🙏🏾 #BBB21 #ForaArthur https://t.co/iOS2Yf63B8",1,2021-04-26 02:45:54,0,0
#ForaArthur,novamente no dilema de #foraarthur ou #forapocah pq os posicionamentos dos adms e do publico nao batem KKKKKKKK,1,2021-04-26 02:45:54,0,1
#ForaArthur,"As enquetes remete ao voto do público do sofá galera, se continuarem focados e votando no Arthur, pode rolar uma reviravolta SIM. Basta ter FOCO. #ForaArthur",1,2021-04-26 02:45:54,1,0
#ForaArthur,"pocah: da liderança pro paredão
gil: do paredão pra liderança

o mundo capota KKKK 

#BBB21 | #ForaArthur | #ForaPocah | camilla | tchau pocah | boa Gil | Ana Clara https://t.co/oOEavPAAbh",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Vem matar a saudade do projota, Arthur 
Agora o Arthur #ForaArthur #bbb21 https://t.co/sYeDE5MgWi",1,2021-04-26 02:45:54,0,0
#ForaArthur,"@_saquino_ Eu sou #ForaArthur também, mas isso tá vergonhoso",0,2021-04-26 02:45:54,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"Camilla é a maior aliada da Ju no jogo, vamos ajudar ela cactos, tenho certeza que a Ju espera isso da gente #ForaArthur  #BBB21 https://t.co/xkolVZc12L",1,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"📊 PARCIAL 23h45 📊

🍑 #ForaPocah - 43.22%

⭐️ #ForaCamilla - 37.21%

#ForaArthur - 19.57%

🔁 DÊ RT E FAV 🔁

#BBB21 #ForaPocah #ForaCamilla #ForaArthur",1,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"hoje vamos de #ForaArthur, bora pra cima!!!",1,2021-04-26 02:45:54,0,1
#ForaArthur,"Queria: #ForaArthur 
Vou receber: #ForaPocah",0,2021-04-26 02:45:54,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:54,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"Sigam o posicionamento dos oficiais para que a Camilla, amiga e aliada da Juliette lá dentro, permaneça no jogo. Votem com tudo no #ForaArthur!",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Esse bbb ta tipo, final: plantas e gil

Pq raios vc são #ForaArthur e nao #ForaPocah ??",0,2021-04-26 02:45:54,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,@FWcouto @FreireJuliette Uol flopada a décadas #ForaArthur 🌵⭐,0,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,Parem de passar pano pra esse macho gente! Chegou a hora dele sair toda vez o mesmo argumento “ele sai no próximo” daqui a pouco é a final e ele continua lá dentro! #BBB21 #ForaArthur https://t.co/Yd4Nilj84J,1,2021-04-26 02:45:54,0,0
#ForaArthur,"Segue a nossa tabelinha de votação pra vocês não se perderem e arrasarem nos mutirões. A cada 10 votos, marquem um quadrado. Ao final, vocês já terão votado 9 mil vezes! Vamos pra cima?! Confiamos em vocês!! 🚀💖🙏🏾 #BBB21 #FicaCamilla #ForaArthur https://t.co/midOSrZqPy",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:54,0,1
#ForaArthur,Até dei pausa no comentário do Oscar pra falar #FicaCamilla e #ForaArthur com muita força galera,1,2021-04-26 02:45:54,1,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"comparem a quantidade de votos!!
mais de 100k no twitter apontando a saída do arthur e só 30k no uol dizem que camilla tá saindo!!! Vota que dá, é #ForaArthur!!! https://t.co/AGMQrz2hS5",1,2021-04-26 02:45:54,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,já tô votando em #ForaArthur ✅ https://t.co/GopGTBEtLM,1,2021-04-26 02:45:54,0,0
#ForaArthur,"Bora lá saber quem vocês querem fora
#BBB21 #FORAARTHUR #FORACAMILLA #FORAPOCAH",0,2021-04-26 02:45:54,0,1
#ForaArthur,"Arthur votou na Juliette mesmo o Fiuk votando nele e ele tendo mais votos que ela, portanto eu sou #ForaArthur pra ele voltar pra conduru logo",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Como vcs sabem a Camilla e a única aliada de Juliette lá dentro, portanto 
nesse paredão seremos #ForaArthur❌ 
Contamos com todos vcs cactinhos! https://t.co/UFy1uL5Dx3",1,2021-04-26 02:45:54,0,0
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:54,0,1
#ForaArthur,@FreireJuliette @camilladelucas BORA #ForaArthur,0,2021-04-26 02:45:54,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:54,0,1
#ForaArthur,"Segue a nossa tabelinha de votação pra vocês não se perderem e arrasarem nos mutirões. A cada 10 votos, marquem um quadrado. Ao final, vocês já terão votado 9 mil vezes! Vamos pra cima?! Confiamos em vocês!! 🚀💖🙏🏾 #BBB21 #FicaCamilla #ForaArthur https://t.co/midOSrZqPy",1,2021-04-26 02:45:54,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:54,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:53,1,1
#ForaArthur,"O oficial da Camilla 👉🏼#ForaArthur 
O oficial do Arthur 👉🏼#ForaCamilla 
O oficial da Pocah ainda ñ postou. 

#BBB21 

Fãs do Biel 👉🏼 #ForaCamilla 
Fãs do Prior 👉🏼 #ForaCamilla",1,2021-04-26 02:45:53,0,0
#ForaArthur,"Hey guys, chegou o nosso dia! Camilla está no paredão. Para deixá-la na casa, votem para *ARTHUR* sair no site do GShow o máximo de vezes que puderem. Com união, a gente consegue! 💜🙏🏾 #BBB21 #ForaArthur https://t.co/iOS2Yf63B8",1,2021-04-26 02:45:53,0,0
#ForaArthur,Quem é #ForaArthur da RT aqui,1,2021-04-26 02:45:53,0,0
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:53,1,1
#ForaArthur,Acabou o “depois a gente tira” né?! #FORAARTHUR #bbb21 https://t.co/J2rF57HGye,1,2021-04-26 02:45:53,0,0
#ForaArthur,"Perfil da Juliette puxando o bonde do #ForaArthur, bora!!!",0,2021-04-26 02:45:53,0,0
#ForaArthur,"O público do UOL está eliminando a Camila. Mas enquete do UOL não decide paredão. Foquem no Gshow #ForaArthur

#BBB21 https://t.co/uEhsmQxjet",1,2021-04-26 02:45:53,0,0
#ForaArthur,"Torcida da Pocah, sejam #ForaArthur, não joguem voto fora indo na Camilla pois ela não irá sair e vocês irão acabar eliminando a Pocah sejam inteligentes!",0,2021-04-26 02:45:53,0,0
#ForaArthur,"Prefiro mil vezes o Arthur do que a pocah , a pocah só dorme ? Sim . Mas o Arthur foi muito escroto o programa todo , se a torcida da Ju fosse mais um pouco inteligente votaria #ForaArthur",0,2021-04-26 02:45:53,1,0
#ForaArthur,"CACTOS, VOTEM PELO AMOR DE DEUS #ForaArthur",1,2021-04-26 02:45:53,0,1
#ForaArthur,Qual a desculpa que as pessoas estão usando pra votar na Camilla? A desculpa pra tirar o João não cola até hoje  #bbb21 #ForaArthur,0,2021-04-26 02:45:53,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:53,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:53,1,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:53,1,1
#ForaArthur,"se a Juliette votou no Arthur o Brasil já sabe o que fazer né?!

#BBB21 #BBB221 #ForaArthur 
Agora o Arthur / tchau Arthur https://t.co/jMwcrb313q",1,2021-04-26 02:45:53,0,0
#ForaArthur,info: quem for #ForaArthur vai ter mutirão aqui as 00h me sigam e de rt pra espalhar conto com vocês,1,2021-04-26 02:45:53,0,0
#ForaArthur,"Camination, teremos mutirão com a @CardiBBR! 🚨 #FicaCamilla #ForaArthur",1,2021-04-26 02:45:53,0,1
#ForaArthur,"00:00 vai rolar um mutirão aqui com @camilladelucas. Quero todo mundo participando, bora? #ForaArthur",1,2021-04-26 02:45:53,1,1
#ForaArthur,@FreireJuliette @camilladelucas BORAAAA #FORAARTHUR,0,2021-04-26 02:45:53,0,1
#ForaArthur,#ForaArthur pelo amor de deus https://t.co/2qYoG1lpxw,0,2021-04-26 02:45:53,0,1
#ForaArthur,"se a Juliette votou no Arthur o Brasil já sabe o que fazer né?!

#BBB21 #BBB221 #ForaArthur 
Agora o Arthur / tchau Arthur https://t.co/jMwcrb313q",1,2021-04-26 02:45:53,0,0
#ForaArthur,#ForaArthur vamos que dá galeraaaa https://t.co/UyJ2ADgMfk,1,2021-04-26 02:45:53,0,0
#ForaArthur,PAREM DE TER MEMÓRIA CURTA. O Arthur tem um comportamento agressivo e já deixou bem claro que é machista. Vcs tiraram a Carla Diaz por causa DELE e agora querem ter pena do mesmo homem? CADÊ A NOÇÃO? #FORAARTHUR #bbb21  https://t.co/aWuDJFr0l2,1,2021-04-26 02:45:53,0,0
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:53,0,1
#ForaArthur,"Neste paredão, somos #FicaCamilla. Além de ser uma parceira e amiga, é quem mais tem Juliette como prioridade no game nesta reta final, o que é crucial para chegarmos à final. Pensem estrategicamente. Vamos juntos de #ForaArthur. https://t.co/s4XUWEqemh",1,2021-04-26 02:45:53,0,1
